id,gjennomforing_id,innsatsbehov,start_dato,slutt_dato
deltaker383,gjennomføring8,S.Bestemt,2019-11-25,2022-01-18
deltaker384,gjennomføring23,Landegruppe3,2021-12-27,2023-03-22
deltaker385,gjennomføring51,S.Bestemt,2014-08-11,2014-09-02
deltaker386,gjennomføring123,S.Bestemt,2024-06-22,2024-07-02
deltaker387,gjennomføring138,Landegruppe3,2014-10-14,2014-12-11
deltaker388,gjennomføring19,Landegruppe3,2015-05-11,2015-08-11
deltaker389,gjennomføring162,S.Bestemt,2022-09-06,2022-11-13
deltaker390,gjennomføring127,S.Tilpasset,2021-06-07,2021-10-11
deltaker391,gjennomføring26,S.Tilpasset,2016-05-14,2017-12-16
deltaker392,gjennomføring3,S.Tilpasset,2021-04-27,2023-07-16
deltaker393,gjennomføring128,S.Bestemt,2025-01-14,2025-02-12
deltaker394,gjennomføring174,S.Bestemt,2026-04-22,2026-05-09
deltaker395,gjennomføring58,S.Tilpasset,2013-05-22,2015-11-02
deltaker396,gjennomføring13,S.Bestemt,2019-10-12,2019-11-27
deltaker397,gjennomføring191,S.Bestemt,2021-11-22,2022-08-21
deltaker398,gjennomføring64,S.Bestemt,2009-06-10,2009-06-12
deltaker399,gjennomføring23,S.Tilpasset,2017-09-14,2019-10-04
deltaker400,gjennomføring87,S.Bestemt,2024-04-07,2024-11-19
deltaker401,gjennomføring114,Landegruppe3,2026-05-01,2026-05-04
deltaker402,gjennomføring138,Landegruppe3,2014-11-24,2014-12-22
deltaker403,gjennomføring170,Landegruppe3,2024-01-09,2024-12-30
deltaker404,gjennomføring105,Landegruppe3,2015-09-30,2020-08-27
deltaker405,gjennomføring29,S.Tilpasset,2018-05-11,2020-02-14
deltaker406,gjennomføring104,S.Tilpasset,2016-02-07,2016-05-06
deltaker407,gjennomføring99,S.Tilpasset,2021-06-19,2023-09-22
deltaker408,gjennomføring94,Landegruppe3,2010-01-31,2016-08-30
deltaker409,gjennomføring107,S.Bestemt,2023-03-03,2023-06-02
deltaker410,gjennomføring28,Landegruppe3,2024-11-11,2025-07-25
deltaker411,gjennomføring151,S.Bestemt,2013-08-31,2013-09-08
deltaker412,gjennomføring139,S.Bestemt,2015-08-25,2024-02-27
deltaker413,gjennomføring192,S.Tilpasset,2024-08-04,2024-08-08
deltaker414,gjennomføring175,S.Bestemt,2014-11-09,2016-11-30
deltaker415,gjennomføring70,S.Bestemt,2019-04-05,2019-10-05
deltaker416,gjennomføring94,S.Tilpasset,2010-12-07,2017-08-12
deltaker417,gjennomføring144,S.Bestemt,2009-10-26,2010-03-03
deltaker418,gjennomføring47,Landegruppe3,2009-03-19,2015-05-20
deltaker419,gjennomføring9,S.Bestemt,2024-10-03,2025-05-05
deltaker420,gjennomføring32,Landegruppe3,2022-12-22,2023-03-02
deltaker421,gjennomføring54,Landegruppe3,2017-01-19,2018-06-09
deltaker422,gjennomføring131,S.Bestemt,2024-04-16,2024-05-25
deltaker423,gjennomføring156,S.Bestemt,2022-12-19,2023-01-02
deltaker424,gjennomføring55,S.Tilpasset,2019-03-17,2019-09-07
deltaker425,gjennomføring26,S.Tilpasset,2014-11-18,2018-02-22
deltaker426,gjennomføring112,Landegruppe3,2013-07-19,2015-09-02
deltaker427,gjennomføring60,S.Bestemt,2022-07-17,2024-01-17
deltaker428,gjennomføring193,S.Bestemt,2026-01-11,2026-03-04
deltaker429,gjennomføring115,Landegruppe3,2024-02-26,2024-03-29
deltaker430,gjennomføring20,S.Bestemt,2019-02-21,2019-11-08
deltaker431,gjennomføring75,S.Tilpasset,2021-06-04,2021-09-12
deltaker432,gjennomføring57,S.Tilpasset,2019-10-29,2021-08-11
deltaker433,gjennomføring89,S.Tilpasset,2026-03-26,2026-04-12
deltaker434,gjennomføring61,Landegruppe3,2021-01-18,2023-02-06
deltaker435,gjennomføring127,Landegruppe3,2021-01-16,2021-08-29
deltaker436,gjennomføring117,S.Tilpasset,2018-06-15,2024-02-28
deltaker437,gjennomføring162,Landegruppe3,2022-09-23,2022-11-15
deltaker438,gjennomføring111,S.Bestemt,2009-10-17,2010-06-19
deltaker439,gjennomføring152,S.Tilpasset,2020-06-15,2020-12-24
deltaker440,gjennomføring95,S.Bestemt,2014-06-12,2015-03-25
deltaker441,gjennomføring179,S.Bestemt,2016-02-21,2017-10-12
deltaker442,gjennomføring10,Landegruppe3,2026-02-16,2026-03-23
deltaker443,gjennomføring74,S.Bestemt,2026-09-07,2026-09-15
deltaker444,gjennomføring184,S.Tilpasset,2019-06-17,2019-06-21
deltaker445,gjennomføring33,S.Tilpasset,2017-02-18,2021-02-15
deltaker446,gjennomføring74,S.Tilpasset,2026-10-11,2026-10-15
deltaker447,gjennomføring136,S.Tilpasset,2026-04-25,2026-05-31
deltaker448,gjennomføring8,Landegruppe3,2019-11-10,2020-01-23
deltaker449,gjennomføring76,S.Tilpasset,2019-07-16,2019-07-21
deltaker450,gjennomføring129,Landegruppe3,2013-11-09,2013-11-22
deltaker451,gjennomføring105,Landegruppe3,2013-11-20,2021-11-07
deltaker452,gjennomføring174,S.Tilpasset,2026-05-26,2026-06-02
deltaker453,gjennomføring57,S.Bestemt,2019-05-12,2020-08-12
deltaker454,gjennomføring67,S.Tilpasset,2021-12-12,2025-07-03
deltaker455,gjennomføring132,S.Tilpasset,2022-07-08,2025-01-18
deltaker456,gjennomføring64,Landegruppe3,2009-07-02,2009-07-06
deltaker457,gjennomføring26,Landegruppe3,2019-01-25,2019-01-28
deltaker458,gjennomføring161,S.Bestemt,2026-09-23,2026-10-21
deltaker459,gjennomføring94,S.Tilpasset,2024-09-28,2025-12-26
deltaker460,gjennomføring82,S.Bestemt,2014-09-09,2024-02-19
deltaker461,gjennomføring25,S.Bestemt,2021-05-03,2021-06-21
deltaker462,gjennomføring142,S.Tilpasset,2020-06-21,2021-06-09
deltaker463,gjennomføring89,S.Tilpasset,2026-03-15,2026-04-18
deltaker464,gjennomføring108,Landegruppe3,2025-04-29,2025-05-10
deltaker465,gjennomføring136,S.Tilpasset,2026-06-21,2026-08-09
deltaker466,gjennomføring163,S.Bestemt,2018-10-22,2019-03-11
deltaker467,gjennomføring181,S.Bestemt,2019-05-11,2020-06-11
deltaker468,gjennomføring102,Landegruppe3,2016-12-06,2017-09-19
deltaker469,gjennomføring154,S.Bestemt,2025-08-16,2025-09-20
deltaker470,gjennomføring170,S.Bestemt,2022-11-17,2025-01-25
deltaker471,gjennomføring118,S.Bestemt,2020-02-15,2020-03-02
deltaker472,gjennomføring55,Landegruppe3,2010-12-28,2014-11-19
deltaker473,gjennomføring190,S.Bestemt,2013-11-13,2015-05-09
deltaker474,gjennomføring40,S.Tilpasset,2023-11-28,2024-06-25
deltaker475,gjennomføring121,Landegruppe3,2025-12-31,2026-07-15
deltaker476,gjennomføring80,S.Bestemt,2025-04-22,2025-09-07
deltaker477,gjennomføring62,Landegruppe3,2018-03-15,2019-05-09
deltaker478,gjennomføring82,Landegruppe3,2016-09-16,2023-07-10
deltaker479,gjennomføring167,S.Bestemt,2021-10-16,2023-04-26
deltaker480,gjennomføring30,Landegruppe3,2019-08-12,2019-08-17
deltaker481,gjennomføring98,S.Bestemt,2023-08-27,2024-09-23
deltaker482,gjennomføring40,S.Bestemt,2018-05-28,2021-01-25
deltaker483,gjennomføring116,S.Bestemt,2012-04-12,2013-01-13
deltaker484,gjennomføring173,Landegruppe3,2015-04-09,2016-02-20
deltaker485,gjennomføring107,S.Tilpasset,2023-04-04,2024-02-28
deltaker486,gjennomføring103,S.Bestemt,2023-08-29,2024-07-26
deltaker487,gjennomføring116,Landegruppe3,2015-05-12,2015-11-20
deltaker488,gjennomføring144,S.Bestemt,2009-12-24,2010-01-17
deltaker489,gjennomføring162,Landegruppe3,2022-10-31,2022-12-15
deltaker490,gjennomføring103,S.Tilpasset,2023-09-11,2024-05-14
deltaker491,gjennomføring22,S.Bestemt,2015-01-17,2015-06-28
deltaker492,gjennomføring36,S.Tilpasset,2020-05-21,2026-07-08
deltaker493,gjennomføring163,S.Bestemt,2016-09-27,2018-09-11
deltaker494,gjennomføring22,S.Tilpasset,2017-10-17,2017-12-31
deltaker495,gjennomføring28,S.Bestemt,2026-02-10,2026-05-30
deltaker496,gjennomføring186,S.Bestemt,2025-01-15,2026-04-06
deltaker497,gjennomføring0,S.Tilpasset,2020-10-29,2022-11-22
deltaker498,gjennomføring49,S.Tilpasset,2018-07-29,2018-10-01
deltaker499,gjennomføring141,S.Bestemt,2013-04-08,2015-02-07
deltaker500,gjennomføring130,Landegruppe3,2023-04-14,2023-05-20
deltaker501,gjennomføring80,S.Tilpasset,2025-02-15,2025-07-15
deltaker502,gjennomføring24,S.Tilpasset,2011-07-13,2011-10-11
deltaker503,gjennomføring101,Landegruppe3,2014-05-05,2021-04-21
deltaker504,gjennomføring161,S.Bestemt,2026-10-18,2026-10-23
deltaker505,gjennomføring55,S.Bestemt,2017-06-01,2019-03-06
deltaker506,gjennomføring11,S.Tilpasset,2023-08-02,2023-08-10
deltaker507,gjennomføring44,Landegruppe3,2021-12-03,2023-03-09
deltaker508,gjennomføring52,S.Tilpasset,2017-09-10,2019-08-29
deltaker509,gjennomføring113,Landegruppe3,2011-02-09,2011-07-27
deltaker510,gjennomføring144,S.Bestemt,2010-05-01,2010-05-12
deltaker511,gjennomføring73,Landegruppe3,2009-10-02,2012-05-08
deltaker512,gjennomføring75,Landegruppe3,2020-10-22,2020-11-02
deltaker513,gjennomføring33,Landegruppe3,2014-02-22,2016-09-05
deltaker514,gjennomføring97,Landegruppe3,2011-09-29,2011-11-01
deltaker515,gjennomføring179,Landegruppe3,2014-03-27,2020-08-02
deltaker516,gjennomføring166,Landegruppe3,2017-06-01,2021-06-10
deltaker517,gjennomføring134,S.Tilpasset,2025-11-15,2025-12-10
deltaker518,gjennomføring67,S.Tilpasset,2022-07-06,2025-07-14
deltaker519,gjennomføring57,S.Bestemt,2020-02-23,2020-11-14
deltaker520,gjennomføring71,S.Tilpasset,2021-09-22,2022-04-04
deltaker521,gjennomføring11,S.Bestemt,2023-08-11,2023-10-19
deltaker522,gjennomføring86,S.Tilpasset,2011-05-14,2017-05-10
deltaker523,gjennomføring128,Landegruppe3,2025-03-13,2025-05-06
deltaker524,gjennomføring16,S.Bestemt,2021-09-16,2025-03-21
deltaker525,gjennomføring128,Landegruppe3,2024-12-10,2025-03-25
deltaker526,gjennomføring52,Landegruppe3,2018-01-27,2018-07-03
deltaker527,gjennomføring170,S.Tilpasset,2024-11-01,2025-02-08
deltaker528,gjennomføring75,S.Tilpasset,2020-06-05,2020-11-30
deltaker529,gjennomføring49,Landegruppe3,2020-01-23,2020-02-18
deltaker530,gjennomføring67,S.Bestemt,2022-07-31,2022-12-16
deltaker531,gjennomføring82,Landegruppe3,2021-02-08,2024-06-02
deltaker532,gjennomføring137,Landegruppe3,2016-10-15,2017-12-01
deltaker533,gjennomføring35,S.Tilpasset,2022-09-04,2023-04-15
deltaker534,gjennomføring196,Landegruppe3,2012-02-21,2014-08-21
deltaker535,gjennomføring95,S.Bestemt,2011-05-30,2015-05-21
deltaker536,gjennomføring142,S.Bestemt,2020-07-04,2021-11-13
deltaker537,gjennomføring67,Landegruppe3,2022-12-23,2025-07-01
deltaker538,gjennomføring99,Landegruppe3,2019-06-28,2021-07-25
deltaker539,gjennomføring155,S.Tilpasset,2021-12-22,2022-05-19
deltaker540,gjennomføring72,S.Tilpasset,2024-10-07,2025-02-23
deltaker541,gjennomføring61,Landegruppe3,2022-08-12,2023-01-19
deltaker542,gjennomføring67,S.Bestemt,2020-11-08,2024-09-18
deltaker543,gjennomføring84,Landegruppe3,2026-08-27,2026-09-24
deltaker544,gjennomføring190,S.Bestemt,2013-06-19,2014-03-23
deltaker545,gjennomføring143,Landegruppe3,2024-09-07,2024-11-12
deltaker546,gjennomføring7,S.Tilpasset,2022-01-15,2023-07-13
deltaker547,gjennomføring137,S.Tilpasset,2018-02-03,2018-03-13
deltaker548,gjennomføring98,Landegruppe3,2024-09-28,2024-12-11
deltaker549,gjennomføring23,S.Tilpasset,2020-06-18,2023-06-24
deltaker550,gjennomføring27,S.Tilpasset,2014-12-29,2015-10-27
deltaker551,gjennomføring1,S.Bestemt,2024-07-12,2024-10-19
deltaker552,gjennomføring54,Landegruppe3,2018-06-03,2018-06-08
deltaker553,gjennomføring119,S.Tilpasset,2017-09-26,2018-05-10
deltaker554,gjennomføring140,Landegruppe3,2023-01-02,2023-01-08
deltaker555,gjennomføring88,S.Tilpasset,2022-07-22,2024-04-08
deltaker556,gjennomføring172,Landegruppe3,2025-09-04,2026-05-21
deltaker557,gjennomføring198,S.Tilpasset,2023-04-26,2023-09-15
deltaker558,gjennomføring16,S.Bestemt,2021-01-02,2022-05-24
deltaker559,gjennomføring57,S.Tilpasset,2021-04-11,2021-06-18
deltaker560,gjennomføring186,S.Tilpasset,2021-01-02,2023-12-13
deltaker561,gjennomføring160,S.Tilpasset,2019-06-06,2019-07-20
deltaker562,gjennomføring116,S.Bestemt,2009-05-09,2015-02-24
deltaker563,gjennomføring64,S.Tilpasset,2009-06-06,2009-06-29
deltaker564,gjennomføring77,S.Tilpasset,2014-10-25,2015-02-25
deltaker565,gjennomføring102,S.Tilpasset,2015-05-23,2021-08-12
deltaker566,gjennomføring190,Landegruppe3,2014-02-06,2015-05-04
deltaker567,gjennomføring72,S.Bestemt,2022-03-15,2024-09-12
deltaker568,gjennomføring152,S.Bestemt,2019-12-21,2021-03-13
deltaker569,gjennomføring4,S.Bestemt,2025-06-22,2026-03-14
deltaker570,gjennomføring144,S.Tilpasset,2010-01-02,2010-04-20
deltaker571,gjennomføring20,Landegruppe3,2013-10-30,2017-08-31
deltaker572,gjennomføring99,Landegruppe3,2020-08-20,2023-03-25
deltaker573,gjennomføring191,Landegruppe3,2023-07-15,2023-09-11
deltaker574,gjennomføring142,S.Tilpasset,2020-09-03,2022-05-14
deltaker575,gjennomføring76,S.Bestemt,2018-12-14,2019-01-02
deltaker576,gjennomføring45,S.Tilpasset,2015-12-09,2024-01-17
deltaker577,gjennomføring132,S.Tilpasset,2021-12-06,2025-09-06
deltaker578,gjennomføring73,Landegruppe3,2010-07-20,2016-07-20
deltaker579,gjennomføring178,Landegruppe3,2023-07-17,2023-07-19
deltaker580,gjennomføring174,Landegruppe3,2026-05-19,2026-05-28
deltaker581,gjennomføring34,S.Bestemt,2020-12-25,2024-09-24
deltaker582,gjennomføring35,S.Bestemt,2020-12-13,2021-12-02
deltaker583,gjennomføring10,Landegruppe3,2021-03-13,2023-01-06
deltaker584,gjennomføring183,S.Bestemt,2019-08-22,2020-10-25
deltaker585,gjennomføring177,Landegruppe3,2019-04-30,2019-05-10
deltaker586,gjennomføring97,Landegruppe3,2011-06-11,2011-07-23
deltaker587,gjennomføring88,Landegruppe3,2024-03-20,2024-03-23
deltaker588,gjennomføring189,S.Bestemt,2017-04-14,2017-04-26
deltaker589,gjennomføring137,Landegruppe3,2015-09-27,2016-11-16
deltaker590,gjennomføring86,S.Tilpasset,2023-04-27,2025-06-14
deltaker591,gjennomføring13,Landegruppe3,2019-11-30,2019-12-01
deltaker592,gjennomføring7,S.Tilpasset,2021-11-26,2022-10-15
deltaker593,gjennomføring137,S.Tilpasset,2018-01-26,2018-02-27
deltaker594,gjennomføring16,S.Bestemt,2022-01-29,2022-05-01
deltaker595,gjennomføring125,S.Bestemt,2025-03-23,2026-04-11
deltaker596,gjennomføring54,S.Tilpasset,2014-09-01,2017-12-11
deltaker597,gjennomføring73,S.Bestemt,2019-12-30,2020-07-27
deltaker598,gjennomføring1,S.Bestemt,2024-03-09,2024-10-03
deltaker599,gjennomføring73,S.Tilpasset,2020-11-16,2020-11-22
deltaker600,gjennomføring152,S.Tilpasset,2021-03-26,2021-10-20
deltaker601,gjennomføring159,Landegruppe3,2024-10-23,2025-04-28
deltaker602,gjennomføring60,Landegruppe3,2025-11-20,2025-11-23
deltaker603,gjennomføring54,S.Tilpasset,2017-10-02,2018-05-18
deltaker604,gjennomføring188,S.Tilpasset,2023-12-28,2024-01-19
deltaker605,gjennomføring146,S.Tilpasset,2021-02-09,2021-12-12
deltaker606,gjennomføring95,Landegruppe3,2012-04-05,2015-09-07
deltaker607,gjennomføring183,S.Tilpasset,2018-12-12,2022-06-07
deltaker608,gjennomføring92,S.Bestemt,2019-06-29,2020-02-14
deltaker609,gjennomføring135,Landegruppe3,2012-02-09,2015-01-25
deltaker610,gjennomføring69,Landegruppe3,2023-02-21,2023-07-24
deltaker611,gjennomføring165,Landegruppe3,2011-08-05,2011-11-02
deltaker612,gjennomføring113,Landegruppe3,2011-12-27,2012-09-28
deltaker613,gjennomføring191,Landegruppe3,2023-07-18,2023-09-21
deltaker614,gjennomføring88,S.Tilpasset,2024-04-07,2024-04-24
deltaker615,gjennomføring57,S.Tilpasset,2019-12-25,2020-04-24
deltaker616,gjennomføring81,S.Tilpasset,2017-10-02,2018-04-22
deltaker617,gjennomføring174,S.Bestemt,2026-03-24,2026-05-17
deltaker618,gjennomføring88,S.Tilpasset,2024-01-26,2024-04-14
deltaker619,gjennomføring79,S.Bestemt,2013-04-19,2013-06-23
deltaker620,gjennomføring168,S.Tilpasset,2022-07-28,2022-08-01
deltaker621,gjennomføring106,S.Bestemt,2016-03-04,2016-05-18
deltaker622,gjennomføring83,S.Tilpasset,2025-03-27,2025-12-28
deltaker623,gjennomføring144,Landegruppe3,2009-10-19,2010-03-13
deltaker624,gjennomføring147,S.Bestemt,2022-07-10,2022-11-04
deltaker625,gjennomføring177,Landegruppe3,2017-05-13,2019-10-08
deltaker626,gjennomføring27,S.Tilpasset,2017-04-04,2018-03-13
deltaker627,gjennomføring77,S.Bestemt,2016-04-29,2016-07-22
deltaker628,gjennomføring144,S.Bestemt,2009-10-27,2010-02-25
deltaker629,gjennomføring48,Landegruppe3,2015-09-16,2016-03-22
deltaker630,gjennomføring123,Landegruppe3,2024-06-05,2024-06-07
deltaker631,gjennomføring0,Landegruppe3,2020-12-29,2022-11-29
deltaker632,gjennomføring139,S.Tilpasset,2016-11-18,2022-05-07
deltaker633,gjennomføring57,S.Tilpasset,2020-08-15,2021-05-27
deltaker634,gjennomføring13,S.Bestemt,2019-09-13,2019-10-16
deltaker635,gjennomføring40,S.Bestemt,2015-08-18,2020-11-07
deltaker636,gjennomføring181,S.Bestemt,2018-03-31,2018-04-11
deltaker637,gjennomføring73,S.Bestemt,2016-02-19,2018-06-04
deltaker638,gjennomføring161,S.Tilpasset,2026-10-08,2026-10-14
deltaker639,gjennomføring120,S.Tilpasset,2021-08-06,2021-11-21
deltaker640,gjennomføring68,S.Tilpasset,2024-11-24,2025-07-29
deltaker641,gjennomføring100,S.Tilpasset,2025-09-28,2025-11-19
deltaker642,gjennomføring91,S.Tilpasset,2012-08-22,2013-10-12
deltaker643,gjennomføring12,Landegruppe3,2025-12-01,2026-04-22
deltaker644,gjennomføring181,Landegruppe3,2019-11-13,2020-10-29
deltaker645,gjennomføring108,S.Tilpasset,2025-01-10,2025-02-03
deltaker646,gjennomføring82,S.Bestemt,2019-04-26,2019-12-13
deltaker647,gjennomføring192,Landegruppe3,2021-11-26,2023-02-27
deltaker648,gjennomføring80,S.Tilpasset,2025-12-22,2025-12-24
deltaker649,gjennomføring102,S.Tilpasset,2017-03-24,2019-06-03
deltaker650,gjennomføring155,S.Tilpasset,2019-12-29,2020-06-01
deltaker651,gjennomføring81,S.Tilpasset,2016-09-19,2018-01-16
deltaker652,gjennomføring54,S.Tilpasset,2015-07-03,2017-03-06
deltaker653,gjennomføring120,Landegruppe3,2021-05-28,2021-08-13
deltaker654,gjennomføring83,S.Tilpasset,2026-02-22,2026-04-15
deltaker655,gjennomføring89,S.Tilpasset,2024-09-14,2024-11-24
deltaker656,gjennomføring9,S.Bestemt,2025-02-07,2025-05-17
deltaker657,gjennomføring66,S.Tilpasset,2022-12-03,2023-04-05
deltaker658,gjennomføring55,Landegruppe3,2019-07-06,2019-09-14
deltaker659,gjennomføring43,Landegruppe3,2024-10-10,2025-07-07
deltaker660,gjennomføring163,Landegruppe3,2018-10-21,2019-02-17
deltaker661,gjennomføring166,S.Bestemt,2013-05-08,2021-06-04
deltaker662,gjennomføring107,S.Tilpasset,2023-04-18,2023-04-26
deltaker663,gjennomføring169,S.Tilpasset,2026-08-26,2026-11-15
deltaker664,gjennomføring149,S.Bestemt,2021-07-04,2021-12-06
deltaker665,gjennomføring195,S.Bestemt,2017-02-18,2019-02-07
deltaker666,gjennomføring17,S.Tilpasset,2021-04-02,2021-04-14
deltaker667,gjennomføring170,Landegruppe3,2025-07-20,2025-07-22
deltaker668,gjennomføring19,S.Tilpasset,2017-05-31,2017-11-09
deltaker669,gjennomføring60,S.Bestemt,2023-07-23,2026-05-12
deltaker670,gjennomføring157,S.Bestemt,2014-08-14,2014-10-05
deltaker671,gjennomføring63,Landegruppe3,2026-09-09,2026-09-18
deltaker672,gjennomføring22,S.Bestemt,2016-11-11,2017-06-13
deltaker673,gjennomføring33,S.Tilpasset,2021-03-28,2021-08-18
deltaker674,gjennomføring3,Landegruppe3,2017-07-07,2019-02-01
deltaker675,gjennomføring133,S.Bestemt,2015-11-28,2016-10-15
deltaker676,gjennomføring30,Landegruppe3,2018-11-28,2019-06-04
deltaker677,gjennomføring37,Landegruppe3,2017-02-20,2017-11-16
deltaker678,gjennomføring161,S.Bestemt,2026-10-12,2026-10-21
deltaker679,gjennomføring92,S.Bestemt,2021-10-07,2023-03-03
deltaker680,gjennomføring118,Landegruppe3,2019-12-19,2020-01-20
deltaker681,gjennomføring101,Landegruppe3,2014-06-03,2016-02-29
deltaker682,gjennomføring140,S.Tilpasset,2010-10-27,2014-11-29
deltaker683,gjennomføring152,S.Tilpasset,2021-03-07,2021-03-16
deltaker684,gjennomføring8,Landegruppe3,2021-06-15,2022-05-08
deltaker685,gjennomføring46,Landegruppe3,2017-04-04,2018-01-15
deltaker686,gjennomføring177,S.Bestemt,2019-05-27,2019-06-14
deltaker687,gjennomføring173,Landegruppe3,2014-03-22,2014-11-15
deltaker688,gjennomføring69,S.Bestemt,2023-07-12,2023-10-01
deltaker689,gjennomføring190,S.Tilpasset,2015-03-21,2015-08-12
deltaker690,gjennomføring122,S.Tilpasset,2026-12-19,2026-12-25
deltaker691,gjennomføring72,S.Tilpasset,2022-04-29,2024-03-16
deltaker692,gjennomføring92,S.Bestemt,2018-10-08,2023-03-20
deltaker693,gjennomføring172,Landegruppe3,2025-09-17,2026-05-14
deltaker694,gjennomføring76,S.Bestemt,2018-07-10,2019-06-05
deltaker695,gjennomføring2,S.Bestemt,2025-01-01,2025-01-15
deltaker696,gjennomføring62,S.Tilpasset,2019-09-30,2019-11-01
deltaker697,gjennomføring126,Landegruppe3,2016-03-08,2017-03-21
deltaker698,gjennomføring68,S.Tilpasset,2025-04-09,2025-06-29
deltaker699,gjennomføring121,S.Bestemt,2025-12-01,2026-02-04
deltaker700,gjennomføring116,Landegruppe3,2013-12-04,2014-08-21
deltaker701,gjennomføring162,Landegruppe3,2022-06-25,2022-08-07
deltaker702,gjennomføring30,S.Tilpasset,2017-04-21,2018-12-05
deltaker703,gjennomføring45,S.Tilpasset,2019-06-17,2023-11-10
deltaker704,gjennomføring162,S.Bestemt,2022-10-13,2022-12-25
deltaker705,gjennomføring38,S.Tilpasset,2018-04-15,2019-09-03
deltaker706,gjennomføring152,S.Bestemt,2018-08-27,2020-11-16
deltaker707,gjennomføring180,S.Tilpasset,2020-01-19,2020-03-16
deltaker708,gjennomføring149,S.Bestemt,2021-09-16,2021-12-15
deltaker709,gjennomføring95,Landegruppe3,2015-09-05,2015-09-19
deltaker710,gjennomføring15,Landegruppe3,2019-07-31,2020-03-26
deltaker711,gjennomføring171,S.Tilpasset,2025-03-01,2026-01-07
deltaker712,gjennomføring139,S.Tilpasset,2013-12-06,2020-06-13
deltaker713,gjennomføring109,S.Tilpasset,2015-03-16,2015-08-26
